ImageID,GT_labelID,Filtered_labelID,Result,GT_x_center,GT_y_center,GT_width,GT_height,GT_Area,GT_boxID,Filtered_x_center,Filtered_y_center,Filtered_width,Filtered_height,Filtered_Area,Unnamed: 0,x center,y center,width,height,confidence,labelID,Area,boxID,Tag,Type,Signature,predTag,Train Comparison,Test Comparison
18.0,4.0,7,same NG,0.4699,0.4838,0.411,0.7922,0.3256,0.0,0.4716,0.4901,0.3748,0.8229,0.3084,74,0.4705,0.4838,0.335,0.7924,0.0033,7,0.2655,5,0,4,C,1,0.0,
19.0,0.0,0,same NG,0.3596,0.4838,0.6115,0.7599,0.4647,0.0,0.3245,0.4951,0.5504,0.8214,0.4522,77,0.3245,0.4951,0.5504,0.8214,0.8042,0,0.4522,0,1,6,C,1,1.0,
20.0,8.0,8,same NG,0.51,0.5081,0.411,0.8084,0.3323,0.0,0.5154,0.4935,0.4043,0.8173,0.3304,79,0.5154,0.4935,0.4043,0.8173,0.8578,8,0.3304,0,1,6,C,1,1.0,
21.0,8.0,8,same NG,0.505,0.5081,0.4211,0.8084,0.3404,0.0,0.4981,0.4988,0.3753,0.8375,0.3144,81,0.4981,0.4988,0.3753,0.8375,0.8936,8,0.3144,0,1,6,C,1,,1.0
22.0,4.0,4,same NG,0.3095,0.523,0.4762,0.7833,0.373,0.0,0.2748,0.4943,0.4941,0.803,0.3967,82,0.2748,0.4943,0.4941,0.803,0.8915,4,0.3967,0,1,6,C,1,1.0,
23.0,0.0,0,same NG,0.566,0.5,0.3866,0.8365,0.3234,0.0,0.5433,0.5003,0.3957,0.8473,0.3353,87,0.5433,0.5003,0.3957,0.8473,0.8461,0,0.3353,0,1,6,C,1,1.0,
24.0,0.0,0,same NG,0.5236,0.5,0.3583,0.8365,0.2997,0.0,0.5315,0.5,0.3985,0.8524,0.3396,89,0.5315,0.5,0.3985,0.8524,0.8514,0,0.3396,0,1,6,C,1,,1.0
24.0,0.0,12,same NG,0.5236,0.5,0.3583,0.8365,0.2997,0.0,0.5315,0.5,0.3985,0.8524,0.3396,90,0.5315,0.5,0.3985,0.8524,0.0025,12,0.3396,1,1,5,C,1,1.0,
24.0,0.0,7,same NG,0.5236,0.5,0.3583,0.8365,0.2997,0.0,0.5315,0.5,0.3985,0.8524,0.3396,91,0.5281,0.5017,0.4002,0.8549,0.0014,7,0.3421,2,1,5,C,1,1.0,
25.0,"0.0,0.0",0,same NG,0.5519,0.4924,0.6035,0.7909,0.4773,0.0,0.564,0.5021,0.4836,0.8319,0.4023,93,0.564,0.5021,0.4836,0.8319,0.8355,0,0.4023,0,1,6,C,1,1.0,
26.0,"0.0,0.0",0,same NG,0.4567,0.4612,0.3848,0.7613,0.2929,0.0,0.4668,0.4913,0.4621,0.8173,0.3777,94,0.4668,0.4913,0.4621,0.8173,0.8444,0,0.3777,0,1,6,C,1,1.0,
27.0,0.0,0,same NG,0.4381,0.4923,0.619,0.8,0.4952,0.0,0.4116,0.499,0.5338,0.8197,0.4376,95,0.4116,0.499,0.5338,0.8197,0.8436,0,0.4376,0,1,6,C,1,1.0,
28.0,8.0,8,same NG,0.4667,0.5,0.3524,0.8154,0.2873,0.0,0.4827,0.5028,0.365,0.8485,0.3097,96,0.4827,0.5028,0.365,0.8485,0.9047,8,0.3097,0,1,6,C,1,1.0,
29.0,4.0,4,same NG,0.6429,0.5308,0.5714,0.7538,0.4308,0.0,0.6518,0.5204,0.5383,0.8113,0.4367,98,0.6518,0.5204,0.5383,0.8113,0.8034,4,0.4367,0,1,6,C,1,,1.0
30.0,0.0,0,same NG,0.4592,0.4634,0.5805,0.5998,0.3482,0.0,0.4549,0.4688,0.649,0.6259,0.4062,104,0.4549,0.4688,0.649,0.6259,0.7549,0,0.4062,0,1,6,C,1,1.0,
30.0,0.0,9,same NG,0.4592,0.4634,0.5805,0.5998,0.3482,0.0,0.4549,0.4688,0.649,0.6259,0.4062,105,0.9591,0.2062,0.0355,0.258,0.0012,9,0.0092,1,1,1,C,1,1.0,
31.0,"0.0,0.0",0,same NG,0.5045,0.5512,0.5624,0.5121,0.288,0.0,0.4915,0.5686,0.6394,0.6454,0.4127,106,0.4915,0.5686,0.6394,0.6454,0.8291,0,0.4127,0,1,6,C,1,1.0,
32.0,5.0,5,same NG,0.4326,0.5725,0.6559,0.6817,0.4471,0.0,0.4459,0.5911,0.5714,0.6677,0.3816,107,0.4459,0.5911,0.5714,0.6677,0.6979,5,0.3816,0,1,6,C,1,,1.0
33.0,5.0,0,wrong kill,0.5525,0.513,0.5569,0.6501,0.3621,0.0,0.5579,0.4914,0.6003,0.6517,0.3912,108,0.5579,0.4914,0.6003,0.6517,0.6076,0,0.3912,0,1,5,C,1,1.0,
33.0,5.0,7,wrong kill,0.5525,0.513,0.5569,0.6501,0.3621,0.0,0.5579,0.4914,0.6003,0.6517,0.3912,112,0.5578,0.4914,0.6045,0.653,0.0012,7,0.3948,4,0,4,C,1,0.0,
34.0,12.0,12,same NG,0.4919,0.435,0.5973,0.4941,0.2951,0.0,0.4914,0.4465,0.6414,0.5424,0.3479,113,0.4914,0.4465,0.6414,0.5424,0.8477,12,0.3479,0,1,6,C,1,1.0,
35.0,11.0,0,wrong kill,0.4596,0.435,0.6134,0.6501,0.3988,0.0,0.4509,0.4397,0.5675,0.6792,0.3855,117,0.4509,0.4397,0.5675,0.6792,0.8614,0,0.3855,0,0,4,C,1,0.0,
35.0,11.0,2,wrong kill,0.4596,0.435,0.6134,0.6501,0.3988,0.0,0.4509,0.4397,0.5675,0.6792,0.3855,119,0.4511,0.4397,0.5703,0.6806,0.0013,2,0.3882,2,1,5,C,1,,1.0
36.0,0.0,0,same NG,0.5121,0.448,0.6538,0.4681,0.306,0.0,0.4947,0.4461,0.6857,0.521,0.3572,120,0.4947,0.4461,0.6857,0.521,0.84,0,0.3572,0,1,6,C,1,1.0,
36.0,0.0,7,same NG,0.5121,0.448,0.6538,0.4681,0.306,0.0,0.4947,0.4461,0.6857,0.521,0.3572,121,0.4947,0.4461,0.6857,0.521,0.0024,7,0.3572,1,1,5,C,1,1.0,
37.0,11.0,11,same NG,0.4072,0.474,0.7345,0.5201,0.382,0.0,0.2766,0.4231,0.4621,0.6556,0.3029,122,0.2766,0.4231,0.4621,0.6556,0.2387,11,0.3029,0,1,6,C,1,1.0,
37.0,11.0,2,same NG,0.4072,0.474,0.7345,0.5201,0.382,0.0,0.2766,0.4231,0.4621,0.6556,0.3029,126,0.2762,0.4226,0.4638,0.6572,0.002,2,0.3048,4,0,3,C,1,0.0,
38.0,8.0,8,same NG,0.5095,0.5,0.381,0.8298,0.3161,0.0,0.4984,0.4988,0.3629,0.8548,0.3102,127,0.4984,0.4988,0.3629,0.8548,0.9119,8,0.3102,0,1,6,C,1,,1.0
39.0,8.0,8,same NG,0.481,0.5077,0.3619,0.8452,0.3059,0.0,0.4966,0.5022,0.3854,0.8546,0.3294,129,0.4966,0.5022,0.3854,0.8546,0.9089,8,0.3294,0,1,6,C,1,,1.0
40.0,8.0,8,same NG,0.4857,0.5077,0.3714,0.8452,0.3139,0.0,0.497,0.498,0.3761,0.8617,0.3241,131,0.497,0.498,0.3761,0.8617,0.902,8,0.3241,0,1,6,C,1,,1.0
41.0,"8.0,8.0",8,same NG,0.1429,0.5077,0.219,0.8452,0.1851,0.0,0.5227,0.5029,0.3867,0.8644,0.3343,133,0.5227,0.5029,0.3867,0.8644,0.901,8,0.3343,0,1,6,C,1,,1.0
42.0,8.0,8,same NG,0.4667,0.5,0.3714,0.8298,0.3082,0.0,0.463,0.502,0.3598,0.8512,0.3063,135,0.463,0.502,0.3598,0.8512,0.9001,8,0.3063,0,1,6,C,1,1.0,
43.0,8.0,8,same NG,0.4714,0.5077,0.3619,0.8452,0.3059,0.0,0.4829,0.4994,0.3678,0.8528,0.3136,137,0.4829,0.4994,0.3678,0.8528,0.8975,8,0.3136,0,1,6,C,1,1.0,
44.0,8.0,8,same NG,0.4857,0.5,0.3524,0.8298,0.2924,0.0,0.4816,0.4975,0.354,0.8525,0.3018,139,0.4816,0.4975,0.354,0.8525,0.8754,8,0.3018,0,1,6,C,1,1.0,
45.0,8.0,8,same NG,0.4762,0.5,0.3714,0.8298,0.3082,0.0,0.491,0.5048,0.3672,0.859,0.3154,140,0.491,0.5048,0.3672,0.859,0.904,8,0.3154,0,1,6,C,1,1.0,
46.0,8.0,8,same NG,0.4714,0.5077,0.3619,0.8452,0.3059,0.0,0.4723,0.5006,0.3459,0.8529,0.295,142,0.4723,0.5006,0.3459,0.8529,0.9037,8,0.295,0,1,6,C,1,1.0,
47.0,4.0,4,same NG,0.381,0.5,0.4476,0.8298,0.3715,0.0,0.3584,0.4981,0.5501,0.8756,0.4817,144,0.3584,0.4981,0.5501,0.8756,0.7131,4,0.4817,0,1,6,C,1,1.0,
48.0,8.0,8,same NG,0.5286,0.5,0.3619,0.8298,0.3003,0.0,0.5189,0.5012,0.3598,0.8613,0.3099,148,0.5189,0.5012,0.3598,0.8613,0.9067,8,0.3099,0,1,6,C,1,1.0,
49.0,0.0,12,wrong kill,0.5635,0.5366,0.8073,0.7606,0.614,0.0,0.5211,0.4691,0.7683,0.6239,0.4793,153,0.5211,0.4691,0.7683,0.6239,0.0112,12,0.4793,3,1,5,C,1,1.0,
50.0,8.0,8,same NG,0.4567,0.5,0.3656,0.8391,0.3067,0.0,0.4531,0.5032,0.3693,0.8552,0.3158,156,0.4531,0.5032,0.3693,0.8552,0.9113,8,0.3158,0,1,6,C,1,,1.0
51.0,8.0,8,same NG,0.4423,0.5078,0.3559,0.8547,0.3042,0.0,0.4431,0.5018,0.3841,0.8676,0.3333,158,0.4431,0.5018,0.3841,0.8676,0.911,8,0.3333,0,1,6,C,1,1.0,
52.0,8.0,8,same NG,0.4856,0.5078,0.3656,0.8547,0.3124,0.0,0.489,0.5061,0.3832,0.8646,0.3313,160,0.489,0.5061,0.3832,0.8646,0.9018,8,0.3313,0,1,6,C,1,1.0,
53.0,0.0,0,same NG,0.5686,0.4349,0.6053,0.6903,0.4178,0.0,0.5803,0.4169,0.5924,0.6757,0.4003,162,0.5803,0.4169,0.5924,0.6757,0.7428,0,0.4003,0,1,6,C,1,1.0,
54.0,4.0,4,same NG,0.3208,0.462,0.5752,0.7757,0.4462,0.0,0.3434,0.4942,0.5672,0.8446,0.479,166,0.3434,0.4942,0.5672,0.8446,0.8728,4,0.479,0,1,6,C,1,1.0,
54.0,4.0,11,same NG,0.3208,0.462,0.5752,0.7757,0.4462,0.0,0.3434,0.4942,0.5672,0.8446,0.479,167,0.3432,0.4924,0.5631,0.8404,0.0027,11,0.4733,1,1,5,C,1,,1.0
55.0,8.0,7,wrong kill,0.5156,0.4749,0.5353,0.5529,0.296,0.0,0.5141,0.4479,0.633,0.6216,0.3935,170,0.5141,0.4479,0.633,0.6216,0.4894,7,0.3935,0,0,4,C,1,,0.0
55.0,8.0,12,wrong kill,0.5156,0.4749,0.5353,0.5529,0.296,0.0,0.5141,0.4479,0.633,0.6216,0.3935,173,0.7396,0.4751,0.4794,0.5616,0.0069,12,0.2692,3,0,2,C,1,,0.0
56.0,5.0,7,wrong kill,0.4189,0.5,0.7478,0.7278,0.5443,0.0,0.5097,0.4964,0.6582,0.6773,0.4458,180,0.5097,0.4964,0.6582,0.6773,0.7517,7,0.4458,0,0,4,C,1,0.0,
57.0,"11.0,0.0",0,same NG,0.612,0.2136,0.2677,0.3014,0.0807,0.0,0.4961,0.4573,0.5831,0.7375,0.4301,191,0.4961,0.4573,0.5831,0.7375,0.8743,0,0.4301,0,1,6,C,1,1.0,
57.0,"11.0,0.0",11,same NG,0.612,0.2136,0.2677,0.3014,0.0807,0.0,0.4961,0.4573,0.5831,0.7375,0.4301,192,0.6026,0.1901,0.3227,0.3009,0.2033,11,0.0971,1,1,6,C,1,1.0,
57.0,"11.0,0.0",2,same NG,0.612,0.2136,0.2677,0.3014,0.0807,0.0,0.4961,0.4573,0.5831,0.7375,0.4301,197,0.6026,0.1901,0.3227,0.3009,0.0017,2,0.0971,6,1,5,C,1,1.0,
58.0,11.0,11,same NG,0.8112,0.3443,0.3299,0.5426,0.179,0.0,0.7911,0.4079,0.3472,0.6483,0.2251,199,0.7911,0.4079,0.3472,0.6483,0.5006,11,0.2251,0,1,6,C,1,1.0,
58.0,11.0,9,same NG,0.8112,0.3443,0.3299,0.5426,0.179,0.0,0.7911,0.4079,0.3472,0.6483,0.2251,201,0.5602,0.4845,0.6824,0.7142,0.1238,9,0.4874,2,0,0,C,1,,0.0
58.0,11.0,2,same NG,0.8112,0.3443,0.3299,0.5426,0.179,0.0,0.7911,0.4079,0.3472,0.6483,0.2251,204,0.8031,0.3746,0.3327,0.593,0.0036,2,0.1973,5,1,5,C,1,1.0,
59.0,9.0,5,overkill,0.5036,0.5229,0.661,0.6879,0.4547,0.0,0.5143,0.4963,0.6952,0.7456,0.5184,205,0.5143,0.4963,0.6952,0.7456,0.4458,5,0.5184,0,0,2,C,1,,0.0
59.0,9.0,9,overkill,0.5036,0.5229,0.661,0.6879,0.4547,0.0,0.5143,0.4963,0.6952,0.7456,0.5184,206,0.521,0.4933,0.6661,0.7455,0.0854,9,0.4966,1,1,1,C,1,1.0,
60.0,8.0,8,same NG,0.4576,0.5076,0.3395,0.8814,0.2992,0.0,0.4604,0.5115,0.3683,0.8848,0.3258,214,0.4604,0.5115,0.3683,0.8848,0.9059,8,0.3258,0,1,6,C,1,1.0,
61.0,5.0,5,same NG,0.467,0.5304,0.396,0.7751,0.307,0.0,0.4467,0.5227,0.3555,0.8275,0.2942,215,0.4467,0.5227,0.3555,0.8275,0.7431,5,0.2942,0,1,6,C,1,1.0,
62.0,5.0,5,same NG,0.4717,0.462,0.3489,0.7903,0.2757,0.0,0.4395,0.5039,0.4244,0.8609,0.3654,216,0.4395,0.5039,0.4244,0.8609,0.7687,5,0.3654,0,1,6,C,1,1.0,
63.0,4.0,4,same NG,0.368,0.4924,0.5563,0.851,0.4735,0.0,0.3497,0.5015,0.5942,0.889,0.5283,217,0.3497,0.5015,0.5942,0.889,0.8763,4,0.5283,0,1,6,C,1,1.0,
63.0,4.0,11,same NG,0.368,0.4924,0.5563,0.851,0.4735,0.0,0.3497,0.5015,0.5942,0.889,0.5283,219,0.3496,0.5008,0.5955,0.8878,0.0019,11,0.5286,2,1,5,C,1,1.0,
64.0,5.0,5,same NG,0.4012,0.5,0.7407,0.808,0.5985,0.0,0.486,0.5157,0.6467,0.6942,0.4489,222,0.486,0.5157,0.6467,0.6942,0.5313,5,0.4489,0,1,6,C,1,1.0,
64.0,5.0,7,same NG,0.4012,0.5,0.7407,0.808,0.5985,0.0,0.486,0.5157,0.6467,0.6942,0.4489,224,0.4914,0.5257,0.6543,0.7101,0.0571,7,0.4646,2,0,4,C,1,0.0,
65.0,8.0,8,same NG,0.512,0.5065,0.6242,0.4777,0.2982,0.0,0.514,0.5242,0.603,0.5041,0.304,228,0.514,0.5242,0.603,0.5041,0.8735,8,0.304,0,1,6,C,1,,1.0
66.0,8.0,8,same NG,0.528,0.6098,0.6242,0.4777,0.2982,0.0,0.5239,0.6292,0.6186,0.494,0.3056,229,0.5239,0.6292,0.6186,0.494,0.804,8,0.3056,0,1,6,C,1,1.0,
67.0,8.0,8,same NG,0.384,0.6098,0.6242,0.4777,0.2982,0.0,0.4116,0.6014,0.6082,0.4873,0.2964,231,0.4116,0.6014,0.6082,0.4873,0.8824,8,0.2964,0,1,6,C,1,1.0,
68.0,8.0,8,same NG,0.584,0.4935,0.6242,0.4777,0.2982,0.0,0.5873,0.5087,0.6138,0.4797,0.2944,233,0.5873,0.5087,0.6138,0.4797,0.9053,8,0.2944,0,1,6,C,1,,1.0
69.0,8.0,8,same NG,0.592,0.429,0.6242,0.4777,0.2982,0.0,0.5991,0.4326,0.597,0.4631,0.2765,234,0.5991,0.4326,0.597,0.4631,0.9021,8,0.2765,0,1,6,C,1,1.0,
70.0,11.0,11,same NG,0.2305,0.4821,0.3987,0.6797,0.271,0.0,0.2272,0.4827,0.3932,0.6678,0.2626,236,0.2272,0.4827,0.3932,0.6678,0.8889,11,0.2626,0,1,6,C,1,1.0,
70.0,11.0,2,same NG,0.2305,0.4821,0.3987,0.6797,0.271,0.0,0.2272,0.4827,0.3932,0.6678,0.2626,237,0.2272,0.4827,0.3932,0.6678,0.0081,2,0.2626,1,1,5,C,1,1.0,
70.0,11.0,4,same NG,0.2305,0.4821,0.3987,0.6797,0.271,0.0,0.2272,0.4827,0.3932,0.6678,0.2626,238,0.2274,0.4833,0.3943,0.6669,0.0015,4,0.2629,2,1,5,C,1,1.0,
71.0,11.0,11,same NG,0.2379,0.4881,0.4134,0.6678,0.2761,0.0,0.215,0.4742,0.399,0.6691,0.267,240,0.215,0.4742,0.399,0.6691,0.9003,11,0.267,0,1,6,C,1,1.0,
71.0,11.0,2,same NG,0.2379,0.4881,0.4134,0.6678,0.2761,0.0,0.215,0.4742,0.399,0.6691,0.267,241,0.215,0.4742,0.399,0.6691,0.0087,2,0.267,1,1,5,C,1,1.0,
71.0,11.0,4,same NG,0.2379,0.4881,0.4134,0.6678,0.2761,0.0,0.215,0.4742,0.399,0.6691,0.267,242,0.2144,0.4692,0.4066,0.6761,0.0015,4,0.2749,2,1,5,C,1,1.0,
72.0,11.0,11,same NG,0.2453,0.5179,0.4282,0.6558,0.2808,0.0,0.2364,0.5144,0.4213,0.7157,0.3015,243,0.2364,0.5144,0.4213,0.7157,0.8663,11,0.3015,0,1,6,C,1,1.0,
72.0,11.0,2,same NG,0.2453,0.5179,0.4282,0.6558,0.2808,0.0,0.2364,0.5144,0.4213,0.7157,0.3015,244,0.2373,0.5168,0.4371,0.7262,0.0095,2,0.3174,1,1,5,C,1,1.0,
72.0,11.0,4,same NG,0.2453,0.5179,0.4282,0.6558,0.2808,0.0,0.2364,0.5144,0.4213,0.7157,0.3015,245,0.2369,0.5169,0.4389,0.7294,0.0016,4,0.3201,2,1,5,C,1,1.0,
73.0,"5.0,12.0",4,wrong kill,0.4964,0.4598,0.9311,0.7801,0.7263,0.0,0.2278,0.5546,0.4139,0.6255,0.2589,252,0.2278,0.5546,0.4139,0.6255,0.0042,4,0.2589,6,0,2,C,1,0.0,
73.0,"5.0,12.0",2,wrong kill,0.4964,0.4598,0.9311,0.7801,0.7263,0.0,0.2278,0.5546,0.4139,0.6255,0.2589,259,0.6871,0.4547,0.4156,0.7058,0.0012,2,0.2934,13,0,2,C,1,0.0,
74.0,4.0,4,same NG,0.2905,0.5077,0.5143,0.8909,0.4582,0.0,0.3059,0.4958,0.5446,0.9095,0.4953,260,0.3059,0.4958,0.5446,0.9095,0.8306,4,0.4953,0,1,6,C,1,1.0,
74.0,4.0,11,same NG,0.2905,0.5077,0.5143,0.8909,0.4582,0.0,0.3059,0.4958,0.5446,0.9095,0.4953,262,0.3058,0.4951,0.5461,0.9082,0.0018,11,0.4959,2,1,5,C,1,1.0,
75.0,11.0,4,same NG,0.3905,0.5,0.5619,0.8755,0.492,0.0,0.3828,0.4962,0.5775,0.9096,0.5253,265,0.3828,0.4962,0.5775,0.9096,0.5389,4,0.5253,0,1,5,C,1,1.0,
75.0,11.0,11,same NG,0.3905,0.5,0.5619,0.8755,0.492,0.0,0.3828,0.4962,0.5775,0.9096,0.5253,266,0.3772,0.4931,0.5905,0.9087,0.1853,11,0.5365,1,1,6,C,1,1.0,
75.0,11.0,2,same NG,0.3905,0.5,0.5619,0.8755,0.492,0.0,0.3828,0.4962,0.5775,0.9096,0.5253,272,0.3772,0.4931,0.5905,0.9087,0.0011,2,0.5365,7,1,5,C,1,1.0,
77.0,5.0,5,same NG,0.5286,0.4539,0.4,0.7834,0.3133,0.0,0.5168,0.4901,0.3736,0.8555,0.3196,276,0.5168,0.4901,0.3736,0.8555,0.7649,5,0.3196,0,1,6,C,1,1.0,
77.0,5.0,7,same NG,0.5286,0.4539,0.4,0.7834,0.3133,0.0,0.5168,0.4901,0.3736,0.8555,0.3196,277,0.5143,0.4768,0.3778,0.8662,0.0014,7,0.3272,1,0,4,C,1,0.0,
78.0,4.0,4,same NG,0.4,0.5077,0.5619,0.8294,0.4661,0.0,0.368,0.5024,0.6194,0.9319,0.5772,279,0.368,0.5024,0.6194,0.9319,0.652,4,0.5772,0,1,6,C,1,1.0,
79.0,5.0,5,same NG,0.5,0.4462,0.4,0.7987,0.3195,0.0,0.509,0.4886,0.368,0.8514,0.3133,286,0.509,0.4886,0.368,0.8514,0.7876,5,0.3133,0,1,6,C,1,,1.0
