ImageID,boxID_p,labelID_p,predTag_p,x_center_p,y_center_p,width_p,height_p,confidence,judge
105,0.0,4.0,1.0,0.3812,0.4946,0.5878000000000001,0.9026,0.8295,same NG
106,0.0,4.0,1.0,0.6628,0.5033,0.5482,0.8891,0.1555,wrongkill
107,0.0,4.0,1.0,0.3295,0.5079,0.6182000000000001,0.9207999999999998,0.8441,same NG
152,0.0,7.0,1.0,0.54115,0.53045,0.8951,0.7238,0.0164,wrongkill
153,0.0,11.0,1.0,0.229,0.4808,0.414,0.6474,0.895,same NG
154,0.0,11.0,1.0,0.2249999999999999,0.5059,0.4032,0.6343000000000001,0.8632,same NG
155,0.0,11.0,1.0,0.2314999999999999,0.4888,0.4144,0.6407,0.8364,same NG
156,0.0,8.0,1.0,0.4998,0.5199,0.2992,0.8119,0.9124,same NG
158,0.0,11.0,1.0,0.6852,0.324275,0.2987999999999999,0.4916499999999999,0.3743,same NG
164,0.0,11.0,1.0,0.3961,0.511575,0.6004999999999998,0.84365,0.7116,same NG
165,0.0,8.0,1.0,0.4864,0.494,0.3291,0.8476,0.9,same NG
166,0.0,11.0,1.0,0.76,0.5305,0.4396,0.6663000000000001,0.8922,same NG
167,0.0,11.0,1.0,0.7604249999999999,0.5476,0.4445499999999999,0.6704999999999999,0.8862,same NG
168,0.0,11.0,1.0,0.5604750000000001,0.529975,0.84995,0.6409500000000001,0.9073,same NG
169,0.0,11.0,1.0,0.770625,0.5211,0.42645,0.6471,0.8946,same NG
170,0.0,8.0,1.0,0.5184,0.5043,0.2949,0.8525,0.8231,same NG
171,0.0,8.0,1.0,0.5616,0.4934,0.3082,0.8449,0.8992,same NG
172,0.0,7.0,1.0,0.4678,0.5123,0.675,0.6415,0.211,same NG
173,0.0,11.0,1.0,0.7551,0.5305249999999999,0.4354,0.63505,0.8961,same NG
174,0.0,0.0,1.0,0.4371,0.5052,0.3619,0.861,0.7952,same NG
175,0.0,12.0,1.0,0.4482,0.5183,0.3883,0.8218999999999999,0.8885,same NG
176,0.0,0.0,1.0,0.5278,0.5202,0.4396,0.8295,0.7729,same NG
177,0.0,8.0,1.0,0.4819,0.5038,0.4067,0.8828,0.718,same NG
178,0.0,11.0,1.0,0.7797,0.5632,0.4364999999999999,0.7092,0.8884,same NG
179,0.0,11.0,1.0,0.773,0.5605,0.4446999999999999,0.6839,0.8754,same NG
180,0.0,8.0,1.0,0.4651,0.516,0.3282999999999999,0.8496000000000001,0.9061,same NG
181,0.0,8.0,1.0,0.4374,0.5118,0.2995,0.8586,0.899,same NG
182,0.0,8.0,1.0,0.4853749999999999,0.5218,0.36875,0.8488,0.9104,same NG
183,0.0,8.0,1.0,0.4933,0.5002,0.327,0.8593,0.909,same NG
184,0.0,12.0,1.0,0.660025,0.52435,0.62955,0.819,0.9168,same NG
185,0.0,12.0,1.0,0.6619999999999999,0.5242,0.6322,0.8276999999999999,0.9182,same NG
186,0.0,0.0,1.0,0.5611250000000001,0.5082,0.8500500000000001,0.6727000000000001,0.7276,wrongkill
189,0.0,8.0,1.0,0.51,0.4969,0.3342,0.8622,0.904,same NG
190,0.0,11.0,1.0,0.6339,0.6945,0.4709999999999999,0.48,0.7118,same NG
191,0.0,0.0,1.0,0.3846,0.4878,0.41,0.846,0.7934,same NG
193,0.0,8.0,1.0,0.5168,0.5008,0.3982,0.8825,0.7657,same NG
194,0.0,8.0,1.0,0.5050749999999999,0.5035499999999999,0.35645,0.8839000000000001,0.8752,same NG
195,0.0,0.0,1.0,0.4077,0.4828,0.5212,0.8396,0.8233,same NG
196,0.0,12.0,1.0,0.4546,0.5042,0.4158,0.8934,0.8696,same NG
197,0.0,12.0,1.0,0.3819499999999999,0.5053000000000001,0.4405,0.9086,0.752,same NG
198,0.0,8.0,1.0,0.4992,0.5063,0.3466,0.8881,0.8954,same NG
200,0.0,5.0,1.0,0.5415,0.511,0.4138,0.8348,0.4829,same NG
201,0.0,8.0,1.0,0.5112,0.5033,0.3491,0.8871,0.8325,same NG
202,0.0,8.0,1.0,0.5134,0.5028,0.3254,0.8908,0.8378,same NG
203,0.0,8.0,1.0,0.4805,0.5025,0.3644,0.8989,0.6682,same NG
204,3.0,7.0,1.0,0.4719,0.528,0.6201,0.8281,0.0011,wrongkill
205,0.0,8.0,1.0,0.4771,0.534,0.429,0.8678,0.8253,same NG
206,0.0,11.0,1.0,0.3380499999999999,0.5232,0.6425000000000001,0.8701000000000001,0.364,wrongkill
207,0.0,12.0,1.0,0.5244,0.5197,0.4632,0.9144,0.7838,same NG
208,0.0,12.0,1.0,0.4986,0.508,0.4099,0.8984000000000001,0.8588,same NG
209,0.0,12.0,1.0,0.5499,0.4918,0.4115999999999999,0.8944000000000001,0.8762,same NG
210,0.0,0.0,1.0,0.523775,0.5221,0.6273500000000001,0.6362999999999999,0.785,same NG
213,0.0,0.0,1.0,0.452,0.4863,0.4836,0.8663,0.8625,same NG
214,0.0,0.0,1.0,0.487975,0.486475,0.43155,0.8872499999999999,0.8035,same NG
215,0.0,4.0,1.0,0.3415,0.4928,0.5624,0.8699,0.4579,same NG
216,0.0,0.0,1.0,0.457,0.4885,0.4791,0.8747,0.8485,same NG
217,0.0,0.0,1.0,0.5581,0.497,0.4043999999999999,0.9059,0.826,same NG
218,0.0,12.0,1.0,0.4672,0.4942,0.4,0.9052,0.839,same NG
219,0.0,12.0,1.0,0.5133,0.504525,0.4037999999999999,0.8883500000000002,0.7605,same NG
220,0.0,0.0,1.0,0.4535,0.4985999999999999,0.4078999999999999,0.8936999999999999,0.8565,same NG
221,0.0,0.0,1.0,0.5609,0.4923,0.5083,0.894,0.7921,same NG
222,0.0,7.0,1.0,0.4185,0.5211,0.3685,0.8652,0.8791,same NG
224,0.0,0.0,1.0,0.5076,0.5605,0.426,0.7558,0.7578,same NG
226,0.0,0.0,1.0,0.5551,0.5213,0.3571,0.8258,0.8176,same NG
227,0.0,0.0,1.0,0.384025,0.4985,0.73795,0.8258,0.8765,same NG
228,0.0,12.0,1.0,0.4672,0.4806,0.3863,0.8934,0.8531,same NG
229,0.0,0.0,1.0,0.5158,0.4772,0.3772,0.7868,0.8108,same NG
230,0.0,0.0,1.0,0.4821,0.5064,0.366,0.8573,0.7131,same NG
231,0.0,0.0,1.0,0.5007,0.4578,0.3745,0.8439999999999999,0.8359,same NG
232,0.0,0.0,1.0,0.4583,0.5458,0.3639,0.8263,0.8592,same NG
233,0.0,0.0,1.0,0.47865,0.5166,0.3666,0.821,0.77,same NG
234,0.0,0.0,1.0,0.5891,0.4788,0.4756,0.8226,0.8692,same NG
235,0.0,0.0,1.0,0.5758,0.4822,0.3784,0.8323,0.8232,same NG
236,0.0,0.0,1.0,0.4767,0.5334,0.3525,0.8417,0.8281,same NG
237,0.0,12.0,1.0,0.5072,0.4979,0.4182,0.9178,0.885,same NG
238,0.0,12.0,1.0,0.537,0.504275,0.4173,0.90985,0.85,same NG
239,0.0,0.0,1.0,0.4532,0.4984,0.4842,0.8821,0.8447,same NG
240,0.0,0.0,1.0,0.4711,0.4856,0.5031,0.8658,0.8128,same NG
241,0.0,0.0,1.0,0.5617,0.4853,0.5266,0.8873,0.8382,same NG
242,0.0,0.0,1.0,0.523075,0.4906,0.41785,0.8876000000000001,0.608,wrongkill
243,0.0,0.0,1.0,0.4902,0.4758,0.5098,0.8616,0.8641,same NG
244,0.0,0.0,1.0,0.5061,0.4948,0.4060999999999999,0.9151,0.854,same NG
245,0.0,12.0,1.0,0.4676,0.5072,0.3793999999999999,0.8861000000000001,0.818,same NG
246,0.0,0.0,1.0,0.4858,0.4813,0.5129,0.8676,0.8565,same NG
247,0.0,0.0,1.0,0.4724,0.479,0.4889,0.8558,0.8474,same NG
248,0.0,0.0,1.0,0.561,0.4893,0.4902,0.8922,0.818,same NG
249,0.0,0.0,1.0,0.4907,0.4956,0.4265999999999999,0.9102,0.8339,same NG
250,0.0,12.0,1.0,0.5136499999999999,0.508975,0.4204,0.90675,0.8382,same NG
251,0.0,0.0,1.0,0.5629,0.5112,0.5941,0.8891,0.7847,same NG
252,0.0,0.0,1.0,0.5378,0.4973,0.4707,0.9038,0.7874,same NG
253,0.0,0.0,1.0,0.4925,0.4973,0.4317,0.9106,0.8431,same NG
254,0.0,0.0,1.0,0.564,0.5259,0.3747,0.804,0.7992,same NG
255,0.0,5.0,1.0,0.4162,0.4831,0.4393,0.8434000000000001,0.5645,same NG
257,0.0,12.0,1.0,0.4997,0.503,0.3889000000000001,0.8804999999999998,0.8316,same NG
258,0.0,0.0,1.0,0.4492,0.5132,0.3792,0.8151,0.8129,same NG
259,0.0,0.0,1.0,0.5178,0.5182,0.3813,0.8681999999999999,0.8054,same NG
260,0.0,5.0,1.0,0.5043,0.4755,0.3617,0.8198,0.6877,same NG
261,0.0,0.0,1.0,0.4951,0.5262,0.3680999999999999,0.8698999999999999,0.8522,same NG
262,0.0,0.0,1.0,0.4748,0.54,0.3521000000000001,0.8458000000000001,0.7851,same NG
263,0.0,0.0,1.0,0.4521,0.4854,0.3957,0.7802,0.8228,same NG
264,0.0,0.0,1.0,0.5137,0.5206,0.3861,0.8057,0.7985,same NG
265,0.0,0.0,1.0,0.5811,0.5405,0.487,0.826,0.8277,same NG
266,0.0,0.0,1.0,0.5585,0.499125,0.3768,0.88095,0.8087,same NG
267,0.0,0.0,1.0,0.4802,0.5333,0.3771,0.8523,0.8147,same NG
268,0.0,0.0,1.0,0.5153,0.5519,0.4132,0.7596,0.8124,same NG
269,0.0,12.0,1.0,0.4323,0.4942,0.3675999999999999,0.8978999999999999,0.6769,same NG
270,0.0,12.0,1.0,0.474,0.5254,0.3439,0.8541000000000001,0.8734,same NG
271,0.0,12.0,1.0,0.4816749999999999,0.4906,0.3442499999999999,0.8945,0.8138,same NG
272,0.0,0.0,1.0,0.4779,0.5298,0.3313,0.834,0.8676,same NG
273,0.0,8.0,1.0,0.4931,0.5206,0.3194,0.8545,0.919,same NG
275,1.0,7.0,1.0,0.5009,0.621,0.7184,0.6601,0.0015,wrongkill
282,0.0,12.0,1.0,0.4352,0.5157,0.3672000000000001,0.8752000000000001,0.7816,wrongkill
287,0.0,0.0,1.0,0.5075,0.4249,0.3373999999999999,0.7951,0.8004,same NG
288,0.0,8.0,1.0,0.5575,0.454125,0.4074,0.90355,0.8447,same NG
290,0.0,12.0,1.0,0.5209,0.5065,0.6996,0.5847,0.7096,same NG
295,0.0,12.0,1.0,0.4854,0.5235,0.3358,0.9096,0.9207,same NG
296,0.0,8.0,1.0,0.4961,0.5337,0.3353,0.8797,0.9195,same NG
297,0.0,0.0,1.0,0.4757,0.5222,0.3416,0.8595999999999999,0.8626,same NG
298,0.0,12.0,1.0,0.5041,0.5246,0.3614999999999999,0.8904,0.8486,same NG
299,0.0,12.0,1.0,0.4844,0.5147,0.3372,0.9032,0.9045,same NG
300,0.0,0.0,1.0,0.4636,0.4998,0.3592999999999999,0.8767,0.862,same NG
301,0.0,0.0,1.0,0.4651,0.5444,0.3402999999999999,0.8606,0.9106,same NG
302,0.0,12.0,1.0,0.4564,0.521225,0.3399,0.90415,0.7323,same NG
303,0.0,12.0,1.0,0.491,0.5304,0.3473999999999999,0.8794,0.9209,same NG
304,0.0,12.0,1.0,0.4853,0.5207,0.3367,0.9059,0.9198,same NG
305,0.0,12.0,1.0,0.5018,0.4962,0.4087,0.9179,0.8804,same NG
306,0.0,12.0,1.0,0.44825,0.5244249999999999,0.3399999999999999,0.8954500000000001,0.7443,same NG
307,0.0,12.0,1.0,0.5154,0.5255,0.3398,0.9024,0.9176,same NG
308,0.0,12.0,1.0,0.5333,0.4924,0.3253,0.903,0.8779,same NG
309,0.0,12.0,1.0,0.4704,0.5131,0.3261,0.8798,0.8958,same NG
310,0.0,12.0,1.0,0.5065,0.5063,0.3357,0.8967,0.912,same NG
311,0.0,0.0,1.0,0.4846750000000001,0.5302,0.33755,0.883,0.8925,same NG
312,0.0,0.0,1.0,0.4807,0.5376,0.4246,0.8262,0.8363,same NG
313,0.0,12.0,1.0,0.4693,0.502,0.3396,0.9076,0.8277,same NG
314,0.0,12.0,1.0,0.5045,0.5301,0.3827,0.8580999999999999,0.8606,same NG
315,0.0,12.0,1.0,0.5793,0.5034,0.3357,0.9031,0.8339,same NG
316,0.0,12.0,1.0,0.4844,0.5147,0.3372,0.9032,0.9045,same NG
317,0.0,0.0,1.0,0.4798,0.4869,0.3531,0.8602,0.8274,same NG
318,0.0,0.0,1.0,0.430025,0.48765,0.4569499999999999,0.9065,0.7608,same NG
319,0.0,12.0,1.0,0.4859,0.5317,0.3289999999999999,0.8424,0.9012,same NG
320,0.0,0.0,1.0,0.4535,0.48485,0.3458,0.841,0.9038,same NG
321,0.0,12.0,1.0,0.4924,0.5299,0.3395,0.8354,0.898,same NG
322,0.0,12.0,1.0,0.5693,0.4996,0.3387,0.8384,0.92,same NG
323,0.0,12.0,1.0,0.49545,0.4985499999999999,0.3458,0.8609,0.8526,same NG
324,0.0,12.0,1.0,0.4661,0.4984,0.3661999999999999,0.8639,0.6184,same NG
325,0.0,12.0,1.0,0.564325,0.5005,0.33135,0.8355999999999999,0.9001,wrongkill
326,0.0,0.0,1.0,0.489575,0.5138,0.33655,0.8258999999999999,0.9161,same NG
327,0.0,0.0,1.0,0.486525,0.4932999999999999,0.32765,0.8412,0.8402,same NG
328,0.0,0.0,1.0,0.5287,0.5658,0.3853,0.7362,0.8269,same NG
329,0.0,0.0,1.0,0.51775,0.5218250000000001,0.3371999999999999,0.82595,0.8833,same NG
330,0.0,12.0,1.0,0.4813,0.500625,0.3676,0.85335,0.5527,wrongkill
331,0.0,0.0,1.0,0.4985,0.5242,0.372,0.7911,0.8456,same NG
332,0.0,0.0,1.0,0.4264,0.4919,0.4411,0.8597999999999999,0.8117,same NG
333,0.0,0.0,1.0,0.4921,0.522675,0.3317999999999999,0.80995,0.9045,same NG
334,0.0,0.0,1.0,0.4868,0.5222,0.3552999999999999,0.8157000000000001,0.866,same NG
335,0.0,5.0,1.0,0.5193,0.4514,0.6028,0.5459,0.5823,wrongkill
336,0.0,12.0,1.0,0.43435,0.5215,0.3406,0.8088,0.5649,wrongkill
337,0.0,0.0,1.0,0.5629,0.5057,0.3873,0.8096,0.835,same NG
339,0.0,0.0,1.0,0.5019,0.477,0.3578,0.8234999999999999,0.8842,same NG
340,0.0,0.0,1.0,0.4932,0.5329,0.3863999999999999,0.7855000000000001,0.8365,same NG
341,0.0,0.0,1.0,0.4808,0.4942,0.4191,0.8129,0.8067,same NG
342,0.0,0.0,1.0,0.5122,0.5137,0.3846,0.8209,0.8719,same NG
343,0.0,0.0,1.0,0.4494,0.513,0.3364,0.8228,0.9211,same NG
344,0.0,0.0,1.0,0.5862,0.4963000000000001,0.3340000000000001,0.8406,0.9214,same NG
345,0.0,0.0,1.0,0.4469999999999999,0.5283,0.3386,0.812,0.9148,same NG
346,0.0,12.0,1.0,0.5033,0.5058,0.3695999999999999,0.8517000000000001,0.9042,wrongkill
347,0.0,0.0,1.0,0.5214,0.5478500000000001,0.3360000000000001,0.7718,0.8717,same NG
348,0.0,0.0,1.0,0.5092,0.5377,0.3407,0.7842,0.8569,same NG
349,0.0,0.0,1.0,0.5611,0.5066,0.3680999999999999,0.8283,0.8872,same NG
350,0.0,0.0,1.0,0.551,0.5016,0.3403,0.8496999999999999,0.8349,same NG
351,0.0,0.0,1.0,0.5043,0.5455,0.3857,0.7682,0.8456,same NG
352,0.0,0.0,1.0,0.437,0.4909,0.4006,0.7969,0.8186,same NG
353,0.0,12.0,1.0,0.4495,0.4783,0.3479999999999999,0.8145,0.8228,same NG
354,0.0,0.0,1.0,0.4719,0.5262,0.361,0.8156,0.7562,same NG
355,0.0,0.0,1.0,0.4941,0.5211,0.3456999999999999,0.8331999999999999,0.9057,same NG
356,0.0,12.0,1.0,0.4894,0.5294,0.3390000000000001,0.8109,0.6916,same NG
357,0.0,0.0,1.0,0.4675,0.5602,0.3338999999999999,0.7568999999999999,0.8926,same NG
358,0.0,12.0,1.0,0.4469,0.5118,0.3301999999999999,0.8521000000000001,0.9233,same NG
359,0.0,12.0,1.0,0.4997,0.5012,0.3431,0.8645,0.9193,same NG
360,0.0,12.0,1.0,0.5018,0.5173,0.3422,0.8574,0.9147,same NG
361,0.0,12.0,1.0,0.472,0.5225,0.3534999999999999,0.8332000000000002,0.7614,same NG
362,0.0,0.0,1.0,0.4944999999999999,0.5115,0.3690999999999999,0.8316000000000001,0.9009,same NG
363,0.0,11.0,1.0,0.487675,0.487275,0.38905,0.8853500000000001,0.1609,same NG
364,0.0,12.0,1.0,0.5151000000000001,0.5162,0.3419,0.8542999999999998,0.7542,same NG
365,0.0,12.0,1.0,0.5593,0.5007,0.3538,0.8498,0.9079,same NG
366,0.0,12.0,1.0,0.5679,0.5048,0.3499,0.8591,0.8992,same NG
367,0.0,12.0,1.0,0.5213,0.5214,0.3511,0.85,0.8818,same NG
368,0.0,0.0,1.0,0.4376,0.5286,0.3779,0.8035,0.7954,same NG
369,0.0,12.0,1.0,0.4697,0.519575,0.3284,0.8550500000000001,0.8925,same NG
370,0.0,12.0,1.0,0.4963,0.5014,0.3484,0.8659,0.9155,same NG
371,0.0,8.0,1.0,0.5085,0.4966,0.3,0.8261,0.9396,same NG
372,0.0,8.0,1.0,0.4864,0.5212,0.3069,0.8386,0.9334,same NG
373,0.0,8.0,1.0,0.5187,0.5353,0.3062,0.8163,0.8287,same NG
374,0.0,8.0,1.0,0.473,0.5069,0.3005,0.8372,0.9317,same NG
375,0.0,8.0,1.0,0.4897,0.5142,0.2937,0.8231,0.9375,same NG
376,0.0,8.0,1.0,0.509,0.4943,0.2971,0.8293,0.9376,same NG
377,0.0,0.0,1.0,0.4655,0.4892,0.4245,0.8842,0.8576,same NG
378,0.0,0.0,1.0,0.4382,0.5084,0.4991,0.8623,0.7928,same NG
379,0.0,0.0,1.0,0.5859,0.4951,0.5935,0.8443,0.8397,same NG
380,0.0,12.0,1.0,0.4595,0.5008,0.4161000000000001,0.8901000000000001,0.8727,same NG
381,0.0,0.0,1.0,0.4994,0.498,0.4798,0.8872,0.8109,same NG
382,0.0,12.0,1.0,0.475225,0.5025,0.4174500000000001,0.8993,0.8524,same NG
383,0.0,0.0,1.0,0.4342,0.5037,0.468,0.8621,0.8201,same NG
384,0.0,0.0,1.0,0.4675,0.5151,0.4500999999999999,0.8562000000000001,0.7686,same NG
385,0.0,0.0,1.0,0.4397,0.5057,0.525,0.8653,0.8203,same NG
386,0.0,12.0,1.0,0.47175,0.5026,0.4122999999999999,0.8924999999999998,0.8402,same NG
387,0.0,0.0,1.0,0.4242,0.5054,0.4515,0.8772,0.8128,same NG
388,0.0,8.0,1.0,0.487,0.4853,0.5865,0.3453,0.8951,same NG
389,0.0,8.0,1.0,0.5158,0.5235,0.5912,0.3656,0.878,same NG
390,0.0,8.0,1.0,0.486,0.5232,0.5832,0.3465,0.8977,same NG
