Unnamed: 0,x center,y center,width,height,confidence,ImageID,labelID,Area,boxID,Tag,Type,Signature,predTag,Train Comparison,Test Comparison
95,0.4116,0.499,0.5338,0.8197,0.8436,27,0,0.4376,0,1,6,C,1,1.0,
96,0.4827,0.5028,0.365,0.8485,0.9047,28,8,0.3097,0,1,6,C,1,1.0,
98,0.6518,0.5204,0.5383,0.8113,0.8034,29,4,0.4367,0,1,6,C,1,,1.0
104,0.4549,0.4688,0.649,0.6259,0.7549,30,0,0.4062,0,1,6,C,1,1.0,
105,0.9591,0.2062,0.0355,0.258,0.0012,30,9,0.0092,1,1,1,C,1,1.0,
106,0.4915,0.5686,0.6394,0.6454,0.8291,31,0,0.4127,0,1,6,C,1,1.0,
107,0.4459,0.5911,0.5714,0.6677,0.6979,32,5,0.3816,0,1,6,C,1,,1.0
108,0.5579,0.4914,0.6003,0.6517,0.6076,33,0,0.3912,0,1,5,C,1,1.0,
112,0.5578,0.4914,0.6045,0.653,0.0012,33,7,0.3948,4,0,4,C,1,0.0,
113,0.4914,0.4465,0.6414,0.5424,0.8477,34,12,0.3479,0,1,6,C,1,1.0,
117,0.4509,0.4397,0.5675,0.6792,0.8614,35,0,0.3855,0,0,4,C,1,0.0,
119,0.4511,0.4397,0.5703,0.6806,0.0013,35,2,0.3882,2,1,5,C,1,,1.0
120,0.4947,0.4461,0.6857,0.521,0.84,36,0,0.3572,0,1,6,C,1,1.0,
121,0.4947,0.4461,0.6857,0.521,0.0024,36,7,0.3572,1,1,5,C,1,1.0,
122,0.2766,0.4231,0.4621,0.6556,0.2387,37,11,0.3029,0,1,6,C,1,1.0,
126,0.2762,0.4226,0.4638,0.6572,0.002,37,2,0.3048,4,0,3,C,1,0.0,
127,0.4984,0.4988,0.3629,0.8548,0.9119,38,8,0.3102,0,1,6,C,1,,1.0
129,0.4966,0.5022,0.3854,0.8546,0.9089,39,8,0.3294,0,1,6,C,1,,1.0
131,0.497,0.498,0.3761,0.8617,0.902,40,8,0.3241,0,1,6,C,1,,1.0
133,0.5227,0.5029,0.3867,0.8644,0.901,41,8,0.3343,0,1,6,C,1,,1.0
135,0.463,0.502,0.3598,0.8512,0.9001,42,8,0.3063,0,1,6,C,1,1.0,
137,0.4829,0.4994,0.3678,0.8528,0.8975,43,8,0.3136,0,1,6,C,1,1.0,
139,0.4816,0.4975,0.354,0.8525,0.8754,44,8,0.3018,0,1,6,C,1,1.0,
140,0.491,0.5048,0.3672,0.859,0.904,45,8,0.3154,0,1,6,C,1,1.0,
142,0.4723,0.5006,0.3459,0.8529,0.9037,46,8,0.295,0,1,6,C,1,1.0,
144,0.3584,0.4981,0.5501,0.8756,0.7131,47,4,0.4817,0,1,6,C,1,1.0,
148,0.5189,0.5012,0.3598,0.8613,0.9067,48,8,0.3099,0,1,6,C,1,1.0,
153,0.5211,0.4691,0.7683,0.6239,0.0112,49,12,0.4793,3,1,5,C,1,1.0,
156,0.4531,0.5032,0.3693,0.8552,0.9113,50,8,0.3158,0,1,6,C,1,,1.0
158,0.4431,0.5018,0.3841,0.8676,0.911,51,8,0.3333,0,1,6,C,1,1.0,
160,0.489,0.5061,0.3832,0.8646,0.9018,52,8,0.3313,0,1,6,C,1,1.0,
162,0.5803,0.4169,0.5924,0.6757,0.7428,53,0,0.4003,0,1,6,C,1,1.0,
166,0.3434,0.4942,0.5672,0.8446,0.8728,54,4,0.479,0,1,6,C,1,1.0,
167,0.3432,0.4924,0.5631,0.8404,0.0027,54,11,0.4733,1,1,5,C,1,,1.0
170,0.5141,0.4479,0.633,0.6216,0.4894,55,7,0.3935,0,0,4,C,1,,0.0
173,0.7396,0.4751,0.4794,0.5616,0.0069,55,12,0.2692,3,0,2,C,1,,0.0
180,0.5097,0.4964,0.6582,0.6773,0.7517,56,7,0.4458,0,0,4,C,1,0.0,
191,0.4961,0.4573,0.5831,0.7375,0.8743,57,0,0.4301,0,1,6,C,1,1.0,
192,0.6026,0.1901,0.3227,0.3009,0.2033,57,11,0.0971,1,1,6,C,1,1.0,
197,0.6026,0.1901,0.3227,0.3009,0.0017,57,2,0.0971,6,1,5,C,1,1.0,
199,0.7911,0.4079,0.3472,0.6483,0.5006,58,11,0.2251,0,1,6,C,1,1.0,
201,0.5602,0.4845,0.6824,0.7142,0.1238,58,9,0.4874,2,0,0,C,1,,0.0
204,0.8031,0.3746,0.3327,0.593,0.0036,58,2,0.1973,5,1,5,C,1,1.0,
205,0.5143,0.4963,0.6952,0.7456,0.4458,59,5,0.5184,0,0,2,C,1,,0.0
206,0.521,0.4933,0.6661,0.7455,0.0854,59,9,0.4966,1,1,1,C,1,1.0,
214,0.4604,0.5115,0.3683,0.8848,0.9059,60,8,0.3258,0,1,6,C,1,1.0,
215,0.4467,0.5227,0.3555,0.8275,0.7431,61,5,0.2942,0,1,6,C,1,1.0,
216,0.4395,0.5039,0.4244,0.8609,0.7687,62,5,0.3654,0,1,6,C,1,1.0,
217,0.3497,0.5015,0.5942,0.889,0.8763,63,4,0.5283,0,1,6,C,1,1.0,
219,0.3496,0.5008,0.5955,0.8878,0.0019,63,11,0.5286,2,1,5,C,1,1.0,
222,0.486,0.5157,0.6467,0.6942,0.5313,64,5,0.4489,0,1,6,C,1,1.0,
224,0.4914,0.5257,0.6543,0.7101,0.0571,64,7,0.4646,2,0,4,C,1,0.0,
228,0.514,0.5242,0.603,0.5041,0.8735,65,8,0.304,0,1,6,C,1,,1.0
229,0.5239,0.6292,0.6186,0.494,0.804,66,8,0.3056,0,1,6,C,1,1.0,
231,0.4116,0.6014,0.6082,0.4873,0.8824,67,8,0.2964,0,1,6,C,1,1.0,
233,0.5873,0.5087,0.6138,0.4797,0.9053,68,8,0.2944,0,1,6,C,1,,1.0
234,0.5991,0.4326,0.597,0.4631,0.9021,69,8,0.2765,0,1,6,C,1,1.0,
236,0.2272,0.4827,0.3932,0.6678,0.8889,70,11,0.2626,0,1,6,C,1,1.0,
237,0.2272,0.4827,0.3932,0.6678,0.0081,70,2,0.2626,1,1,5,C,1,1.0,
238,0.2274,0.4833,0.3943,0.6669,0.0015,70,4,0.2629,2,1,5,C,1,1.0,
240,0.215,0.4742,0.399,0.6691,0.9003,71,11,0.267,0,1,6,C,1,1.0,
241,0.215,0.4742,0.399,0.6691,0.0087,71,2,0.267,1,1,5,C,1,1.0,
242,0.2144,0.4692,0.4066,0.6761,0.0015,71,4,0.2749,2,1,5,C,1,1.0,
243,0.2364,0.5144,0.4213,0.7157,0.8663,72,11,0.3015,0,1,6,C,1,1.0,
244,0.2373,0.5168,0.4371,0.7262,0.0095,72,2,0.3174,1,1,5,C,1,1.0,
245,0.2369,0.5169,0.4389,0.7294,0.0016,72,4,0.3201,2,1,5,C,1,1.0,
252,0.2278,0.5546,0.4139,0.6255,0.0042,73,4,0.2589,6,0,2,C,1,0.0,
259,0.6871,0.4547,0.4156,0.7058,0.0012,73,2,0.2934,13,0,2,C,1,0.0,
260,0.3059,0.4958,0.5446,0.9095,0.8306,74,4,0.4953,0,1,6,C,1,1.0,
262,0.3058,0.4951,0.5461,0.9082,0.0018,74,11,0.4959,2,1,5,C,1,1.0,
265,0.3828,0.4962,0.5775,0.9096,0.5389,75,4,0.5253,0,1,5,C,1,1.0,
266,0.3772,0.4931,0.5905,0.9087,0.1853,75,11,0.5365,1,1,6,C,1,1.0,
272,0.3772,0.4931,0.5905,0.9087,0.0011,75,2,0.5365,7,1,5,C,1,1.0,
276,0.5168,0.4901,0.3736,0.8555,0.7649,77,5,0.3196,0,1,6,C,1,1.0,
277,0.5143,0.4768,0.3778,0.8662,0.0014,77,7,0.3272,1,0,4,C,1,0.0,
279,0.368,0.5024,0.6194,0.9319,0.652,78,4,0.5772,0,1,6,C,1,1.0,
286,0.509,0.4886,0.368,0.8514,0.7876,79,5,0.3133,0,1,6,C,1,,1.0
287,0.5416,0.5017,0.3499,0.9043,0.8827,80,0,0.3165,0,1,6,C,1,,1.0
288,0.5416,0.5017,0.3499,0.9043,0.0066,80,12,0.3165,1,1,5,C,1,,1.0
289,0.5361,0.5013,0.2862,0.8799,0.9288,81,8,0.2519,0,1,6,C,1,1.0,
291,0.222,0.4784,0.3906,0.6734,0.8981,82,11,0.263,0,1,6,C,1,,1.0
292,0.222,0.4784,0.3906,0.6734,0.0088,82,2,0.263,1,1,5,C,1,1.0,
293,0.2221,0.4792,0.3917,0.6737,0.0015,82,4,0.2639,2,1,5,C,1,1.0,
295,0.2075,0.4786,0.3873,0.6688,0.9084,83,11,0.259,0,1,6,C,1,,1.0
296,0.2075,0.4786,0.3873,0.6688,0.0087,83,2,0.259,1,1,5,C,1,1.0,
297,0.2076,0.4793,0.388,0.6688,0.0015,83,4,0.2595,2,1,5,C,1,1.0,
298,0.2268,0.5056,0.3986,0.6828,0.8986,84,11,0.2721,0,1,6,C,1,1.0,
299,0.2268,0.5056,0.3986,0.6828,0.0096,84,2,0.2721,1,1,5,C,1,1.0,
300,0.227,0.5063,0.4,0.6869,0.0015,84,4,0.2747,2,1,5,C,1,,1.0
301,0.5288,0.5003,0.3499,0.8824,0.8954,85,4,0.3088,0,1,6,C,1,1.0,
305,0.5322,0.5057,0.3273,0.8396,0.0036,85,12,0.2748,4,0,4,C,1,0.0,
308,0.5322,0.5057,0.3273,0.8396,0.002,85,7,0.2748,7,0,4,C,1,0.0,
309,0.5026,0.5625,0.2579,0.786,0.8854,86,8,0.2027,0,1,6,C,1,1.0,
310,0.8512,0.6122,0.2435,0.7216,0.7739,86,8,0.1757,1,1,6,C,1,,1.0
312,0.5327,0.4924,0.37,0.8997,0.8927,87,8,0.3329,0,1,6,C,1,,1.0
313,0.2264,0.5156,0.41,0.6901,0.888,88,11,0.283,0,1,6,C,1,1.0,
314,0.2264,0.5156,0.41,0.6901,0.0078,88,2,0.283,1,1,5,C,1,,1.0
316,0.2265,0.5162,0.4107,0.6921,0.0015,88,4,0.2842,3,1,5,C,1,1.0,
318,0.2288,0.4864,0.3993,0.6642,0.8884,89,11,0.2652,0,1,6,C,1,1.0,
319,0.2288,0.4864,0.3993,0.6642,0.0087,89,2,0.2652,1,1,5,C,1,1.0,
320,0.229,0.4871,0.4006,0.6646,0.0015,89,4,0.2662,2,1,5,C,1,1.0,
321,0.2326,0.5123,0.405,0.6607,0.8811,90,11,0.2676,0,1,6,C,1,1.0,
322,0.2326,0.5123,0.405,0.6607,0.0087,90,2,0.2676,1,1,5,C,1,1.0,
323,0.2337,0.5143,0.4168,0.6738,0.0015,90,4,0.2808,2,1,5,C,1,1.0,
324,0.4746,0.5179,0.2881,0.8734,0.8889,91,8,0.2516,0,1,6,C,1,1.0,
326,0.6116,0.5099,0.6313,0.8656,0.7926,92,4,0.5465,0,1,6,C,1,,1.0
330,0.3598,0.6921,0.6174,0.5332,0.7456,93,11,0.3292,0,0,2,C,1,,0.0
331,0.3601,0.6926,0.6173,0.5347,0.0046,93,2,0.33,1,0,2,C,1,0.0,
332,0.3601,0.6926,0.6173,0.5347,0.002,93,4,0.33,2,0,2,C,1,,0.0
333,0.3415,0.5001,0.5547,0.8641,0.8667,94,4,0.4793,0,1,6,C,1,1.0,
334,0.3354,0.5011,0.5647,0.8702,0.002,94,11,0.4915,1,1,5,C,1,1.0,
337,0.4852,0.5063,0.3965,0.913,0.9068,95,8,0.362,0,1,6,C,1,1.0,
338,0.4796,0.5161,0.3402,0.8892,0.8736,96,8,0.3025,0,1,6,C,1,1.0,
339,0.3663,0.279,0.6561,0.5253,0.732,97,11,0.3447,0,1,6,C,1,1.0,
341,0.3663,0.279,0.6561,0.5253,0.0049,97,2,0.3447,2,1,5,C,1,1.0,
342,0.4964,0.4972,0.3652,0.8755,0.6693,98,9,0.3197,0,1,1,C,1,,1.0
348,0.4964,0.4972,0.3652,0.8755,0.0013,98,7,0.3197,6,0,2,C,1,0.0,
349,0.4599,0.5037,0.4299,0.8689,0.5348,99,5,0.3735,0,1,6,C,1,,1.0
351,0.5162,0.4987,0.3956,0.8951,0.7345,100,5,0.3541,0,1,6,C,1,1.0,
353,0.4901,0.5077,0.3634,0.9056,0.9067,101,8,0.3291,0,1,6,C,1,1.0,
354,0.4163,0.4933,0.468,0.89,0.7202,102,5,0.4165,0,1,6,C,1,1.0,
356,0.4426,0.5049,0.4036,0.8664,0.747,103,5,0.3497,0,1,6,C,1,,1.0
357,0.8314,0.4847,0.3271,0.8975,0.0034,103,9,0.2936,1,1,1,C,1,1.0,
359,0.4004,0.4893,0.5913,0.8761,0.2719,104,11,0.518,1,1,6,C,1,1.0,
360,0.4004,0.4893,0.5913,0.8761,0.0762,104,4,0.518,2,1,5,C,1,1.0,
362,0.4004,0.4893,0.5913,0.8761,0.0015,104,2,0.518,4,1,5,C,1,1.0,
364,0.3868,0.4946,0.5766,0.8961,0.8295,105,4,0.5167,0,1,6,C,1,1.0,
365,0.3805,0.4946,0.5864,0.9026,0.0018,105,11,0.5293,1,1,5,C,1,1.0,
369,0.6628,0.5033,0.5482,0.8891,0.1555,106,4,0.4874,2,1,5,C,1,1.0,
371,0.6628,0.5033,0.5482,0.8891,0.0017,106,2,0.4874,4,1,5,C,1,1.0,
373,0.3287,0.5066,0.5949,0.904,0.8441,107,4,0.5378,0,1,6,C,1,1.0,
375,0.3295,0.5079,0.6182,0.9208,0.0022,107,11,0.5692,2,1,5,C,1,1.0,
378,0.4848,0.5605,0.0891,0.268,0.9445,108,9,0.0239,0,1,1,C,1,,1.0
379,0.321,0.6142,0.2103,0.1882,0.9329,108,9,0.0396,1,1,1,C,1,1.0,
380,0.7853,0.8422,0.0852,0.2454,0.9172,108,9,0.0209,2,1,1,C,1,1.0,
381,0.6448,0.4962,0.1612,0.3117,0.0016,108,9,0.0503,3,1,1,C,1,1.0,
384,0.9737,0.8734,0.0159,0.174,0.0011,108,9,0.0028,6,1,1,C,1,,1.0
385,0.2039,0.1858,0.0844,0.268,0.9428,109,9,0.0226,0,1,1,C,1,1.0,
386,0.5014,0.4781,0.0908,0.2726,0.931,109,9,0.0248,1,1,1,C,1,1.0,
387,0.6666,0.4216,0.2045,0.1892,0.9285,109,9,0.0387,2,1,1,C,1,1.0,
388,0.3628,0.5009,0.1931,0.2867,0.0046,109,9,0.0554,3,1,1,C,1,1.0,
389,0.749,0.681,0.1284,0.2795,0.0017,109,9,0.0359,4,1,1,C,1,,1.0
390,0.595,0.1309,0.1434,0.2016,0.0016,109,9,0.0289,5,1,1,C,1,1.0,
393,0.8281,0.5049,0.1565,0.2818,0.001,109,9,0.0441,8,1,1,C,1,1.0,
394,0.7977,0.8399,0.0836,0.2463,0.9464,110,9,0.0206,0,1,1,C,1,,1.0
395,0.4995,0.5566,0.0884,0.2688,0.9349,110,9,0.0238,1,1,1,C,1,,1.0
396,0.3329,0.6124,0.2045,0.1873,0.8482,110,9,0.0383,2,1,1,C,1,,1.0
397,0.6362,0.5012,0.1745,0.2987,0.002,110,9,0.0521,3,1,1,C,1,1.0,
400,0.4868,0.5146,0.0894,0.2698,0.9416,111,9,0.0241,0,1,1,C,1,1.0,
401,0.6549,0.4592,0.2104,0.1882,0.9366,111,9,0.0396,1,1,1,C,1,1.0,
402,0.1882,0.2237,0.0858,0.2669,0.9171,111,9,0.0229,2,1,1,C,1,1.0,
403,0.365,0.5016,0.1871,0.2694,0.0039,111,9,0.0504,3,1,1,C,1,1.0,
404,0.833,0.6649,0.1335,0.2593,0.0024,111,9,0.0346,4,1,1,C,1,1.0,
407,0.4917,0.4421,0.0887,0.27,0.9372,112,9,0.024,0,1,1,C,1,,1.0
408,0.1939,0.164,0.0855,0.2507,0.937,112,9,0.0214,1,1,1,C,1,,1.0
409,0.6595,0.3892,0.206,0.1932,0.9264,112,9,0.0398,2,1,1,C,1,,1.0
410,0.363,0.4263,0.1789,0.2606,0.002,112,9,0.0466,3,1,1,C,1,1.0,
411,0.9687,0.3588,0.0263,0.1346,0.0012,112,9,0.0035,4,1,1,C,1,1.0,
414,0.8003,0.8367,0.0828,0.2479,0.9432,113,9,0.0205,0,1,1,C,1,1.0,
415,0.5026,0.5561,0.0897,0.2695,0.933,113,9,0.0242,1,1,1,C,1,1.0,
416,0.3366,0.6097,0.2093,0.1897,0.9128,113,9,0.0397,2,1,1,C,1,1.0,
417,0.6354,0.5024,0.178,0.2994,0.0034,113,9,0.0533,3,1,1,C,1,,1.0
418,0.9729,0.8748,0.017,0.1756,0.0014,113,9,0.003,4,1,1,C,1,1.0,
421,0.509,0.4508,0.0878,0.2616,0.9427,114,9,0.023,0,1,1,C,1,1.0,
422,0.3447,0.5059,0.2093,0.1945,0.9408,114,9,0.0407,1,1,1,C,1,1.0,
423,0.8089,0.7434,0.0849,0.2682,0.9309,114,9,0.0228,2,1,1,C,1,1.0,
424,0.6292,0.4224,0.1775,0.2872,0.0014,114,9,0.051,3,1,1,C,1,,1.0
427,0.8039,0.837,0.0855,0.249,0.9417,115,9,0.0213,0,1,1,C,1,1.0,
428,0.5059,0.5537,0.0876,0.2682,0.9366,115,9,0.0235,1,1,1,C,1,1.0,
429,0.3391,0.6087,0.2117,0.1905,0.9307,115,9,0.0403,2,1,1,C,1,1.0,
430,0.6341,0.5001,0.177,0.2963,0.0023,115,9,0.0524,3,1,1,C,1,,1.0
433,0.5059,0.5535,0.0882,0.2679,0.001,115,12,0.0236,6,0,2,C,1,0.0,
434,0.8021,0.768,0.0855,0.2649,0.9362,116,9,0.0226,0,1,1,C,1,1.0,
435,0.5028,0.4789,0.089,0.2688,0.9324,116,9,0.0239,1,1,1,C,1,1.0,
436,0.3368,0.5332,0.209,0.1936,0.9125,116,9,0.0405,2,1,1,C,1,1.0,
437,0.6358,0.5012,0.1854,0.2802,0.0052,116,9,0.052,3,1,1,C,1,1.0,
438,0.2145,0.2607,0.1054,0.2988,0.0022,116,9,0.0315,4,1,1,C,1,,1.0
439,0.6432,0.7383,0.1999,0.3025,0.0021,116,9,0.0605,5,1,1,C,1,1.0,
442,0.7942,0.838,0.0835,0.2465,0.9452,117,9,0.0206,0,1,1,C,1,1.0,
443,0.4981,0.5528,0.0893,0.2683,0.9324,117,9,0.024,1,1,1,C,1,,1.0
444,0.3293,0.6114,0.2057,0.1896,0.9206,117,9,0.039,2,1,1,C,1,1.0,
445,0.6387,0.4981,0.1713,0.3043,0.0032,117,9,0.0521,3,1,1,C,1,1.0,
446,0.9727,0.8738,0.0162,0.1728,0.0017,117,9,0.0028,4,1,1,C,1,1.0,
449,0.4941,0.4923,0.088,0.2676,0.9369,118,9,0.0236,0,1,1,C,1,1.0,
450,0.7911,0.7851,0.0837,0.2713,0.9365,118,9,0.0227,1,1,1,C,1,1.0,
451,0.3285,0.5492,0.2106,0.1916,0.9296,118,9,0.0403,2,1,1,C,1,1.0,
452,0.6331,0.5011,0.1758,0.2771,0.0035,118,9,0.0487,3,1,1,C,1,1.0,
453,0.1638,0.2763,0.1347,0.3089,0.0021,118,9,0.0416,4,1,1,C,1,1.0,
454,0.305,0.2705,0.1671,0.3241,0.0018,118,9,0.0541,5,1,1,C,1,1.0,
456,0.6443,0.7411,0.1924,0.3018,0.0011,118,9,0.058,7,1,1,C,1,1.0,
459,0.5143,0.4872,0.0883,0.2657,0.9424,119,9,0.0235,0,1,1,C,1,1.0,
460,0.8145,0.7798,0.0846,0.2691,0.9344,119,9,0.0228,1,1,1,C,1,1.0,
461,0.3511,0.543,0.2066,0.1943,0.9241,119,9,0.0401,2,1,1,C,1,1.0,
462,0.6373,0.4948,0.1889,0.2825,0.0072,119,9,0.0534,3,1,1,C,1,1.0,
463,0.6941,0.7437,0.1949,0.3023,0.002,119,9,0.0589,4,1,1,C,1,,1.0
464,0.3006,0.2595,0.1235,0.2933,0.0018,119,9,0.0362,5,1,1,C,1,,1.0
465,0.457,0.8158,0.1753,0.2495,0.0016,119,9,0.0437,6,1,1,C,1,1.0,
468,0.1673,0.6623,0.1608,0.3249,0.0011,119,9,0.0522,9,1,1,C,1,,1.0
470,0.2036,0.1983,0.0827,0.2668,0.9387,120,9,0.0221,0,1,1,C,1,1.0,
471,0.5019,0.4865,0.0907,0.2735,0.9343,120,9,0.0248,1,1,1,C,1,,1.0
472,0.6666,0.4317,0.2092,0.1974,0.9253,120,9,0.0413,2,1,1,C,1,1.0,
473,0.3658,0.4989,0.1819,0.2741,0.0026,120,9,0.0499,3,1,1,C,1,,1.0
474,0.8341,0.6638,0.1322,0.2575,0.0012,120,9,0.034,4,1,1,C,1,1.0,
478,0.5137,0.4522,0.0883,0.2645,0.9391,121,9,0.0234,0,1,1,C,1,1.0,
479,0.3468,0.506,0.2149,0.1962,0.939,121,9,0.0422,1,1,1,C,1,1.0,
480,0.8101,0.7453,0.0859,0.2686,0.9334,121,9,0.0231,2,1,1,C,1,1.0,
483,0.6778,0.4059,0.2087,0.1914,0.945,122,9,0.0399,0,1,1,C,1,,1.0
484,0.5135,0.4593,0.0897,0.267,0.9436,122,9,0.0239,1,1,1,C,1,1.0,
485,0.2148,0.1724,0.0862,0.2604,0.9368,122,9,0.0224,2,1,1,C,1,1.0,
486,0.7965,0.6753,0.0916,0.2471,0.0045,122,9,0.0226,3,1,1,C,1,1.0,
487,0.3596,0.4987,0.1772,0.288,0.0042,122,9,0.051,4,1,1,C,1,1.0,
489,0.3529,0.1956,0.1643,0.2638,0.0011,122,9,0.0434,6,1,1,C,1,1.0,
491,0.4858,0.4631,0.0878,0.2693,0.9451,123,9,0.0236,0,1,1,C,1,1.0,
492,0.6496,0.4114,0.2094,0.1904,0.9432,123,9,0.0399,1,1,1,C,1,1.0,
493,0.1859,0.1748,0.0856,0.2667,0.9365,123,9,0.0228,2,1,1,C,1,1.0,
494,0.8223,0.6615,0.1088,0.2621,0.0028,123,9,0.0285,3,1,1,C,1,,1.0
495,0.3649,0.4972,0.1976,0.2855,0.0027,123,9,0.0564,4,1,1,C,1,1.0,
496,0.7275,0.6828,0.1099,0.2609,0.0025,123,9,0.0287,5,1,1,C,1,1.0,
497,0.5443,0.1294,0.1624,0.202,0.0017,123,9,0.0328,6,1,1,C,1,1.0,
500,0.5063,0.5189,0.0904,0.2725,0.9396,124,9,0.0246,0,1,1,C,1,1.0,
501,0.2076,0.2277,0.0847,0.2691,0.9353,124,9,0.0228,1,1,1,C,1,,1.0
502,0.6701,0.4633,0.2113,0.1958,0.9085,124,9,0.0414,2,1,1,C,1,1.0,
503,0.3629,0.5062,0.1852,0.2679,0.0045,124,9,0.0496,3,1,1,C,1,1.0,
504,0.747,0.7413,0.1107,0.2309,0.0037,124,9,0.0256,4,1,1,C,1,1.0,
505,0.8356,0.6707,0.1126,0.252,0.0033,124,9,0.0284,5,1,1,C,1,1.0,
506,0.6411,0.8079,0.1578,0.2392,0.0018,124,9,0.0378,6,1,1,C,1,1.0,
509,0.5858,0.1837,0.1656,0.269,0.0011,124,9,0.0445,9,1,1,C,1,1.0,
511,0.1963,0.1647,0.083,0.2541,0.9396,125,9,0.0211,0,1,1,C,1,1.0,
512,0.4949,0.451,0.087,0.2662,0.9395,125,9,0.0231,1,1,1,C,1,1.0,
513,0.66,0.3956,0.2088,0.1938,0.9354,125,9,0.0405,2,1,1,C,1,1.0,
514,0.3653,0.4292,0.1827,0.2649,0.0016,125,9,0.0484,3,1,1,C,1,1.0,
518,0.5099,0.5257,0.088,0.2632,0.9455,126,9,0.0232,0,1,1,C,1,1.0,
519,0.3447,0.5806,0.2149,0.1929,0.9393,126,9,0.0415,1,1,1,C,1,1.0,
520,0.8091,0.8132,0.0861,0.2654,0.9184,126,9,0.0229,2,1,1,C,1,1.0,
521,0.6323,0.4983,0.182,0.2862,0.0036,126,9,0.0521,3,1,1,C,1,1.0,
524,0.7945,0.8034,0.0825,0.2623,0.9408,127,9,0.0217,0,1,1,C,1,1.0,
525,0.4989,0.512,0.0864,0.2645,0.9316,127,9,0.0229,1,1,1,C,1,1.0,
526,0.3323,0.5665,0.2039,0.1877,0.9293,127,9,0.0383,2,1,1,C,1,1.0,
529,0.7946,0.8128,0.0848,0.2323,0.9466,128,9,0.0197,0,1,1,C,1,,1.0
